Rk,Player,AV,Sk,Def%,PD,Season,Age,Team,G,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,STSnp,ST %,Pos
9592,Jordan Lucas,0,0,0,0,2021,28,IND,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,DB
9593,Cole Luke,0,0,1.4,0,2019,24,CAR,8,0,0,3,0,3,0,0,0,0,0,0,0,0,15,117,24.6,DB
9594,Cole Luke,0,0,0,0,2020,25,WAS,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,56,12.8,DB
9595,Jesse Luketa,0,0,4.2,0,2022,23,ARI,7,0,0,3,0,3,2,0,0,0,0,0,0,0,47,82,18,LB
9596,Darrell Luter,0,0,5.9,0,2023,23,SFO,7,0,0,4,3,7,0,0,0,0,0,0,0,0,64,101,23.3,CB
9597,Blake Lynch,0,0,0,0,2023,26,LAC,7,0,0,3,1,4,0,0,0,0,0,0,0,0,0,131,28.6,LB
9598,Dylan Mabin,0,0,0.9,0,2020,23,MINLVR,4,0,0,1,1,2,0,0,0,0,0,0,0,0,19,23,2.5,DB
9599,Greg Mabin,0,0,3.2,1,2017,23,BUFSFO,7,0,0,1,1,2,0,0,0,0,0,1,0,0,72,78,8.7,DB
9600,Greg Mabin,0,0,1.9,1,2019,25,CIN,9,0,0,2,0,2,0,0,0,0,0,1,0,0,20,70,15.8,DB
9601,Greg Mabin,0,0,9.2,0,2022,28,TEN,6,0,0,10,3,13,0,0,0,0,0,0,0,0,108,13,2.9,DB
9602,Daylon Mack,0,0,0.9,0,2019,22,BAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.2,DT
9603,Isaiah Mack,0,0,5,0,2020,24,NWETEN,8,0,0,1,2,3,0,1,0,0,0,0,0,0,107,22,2.6,DT
9604,Isaiah Mack,0,1,2.8,0,2021,25,BAL,2,0,1,1,2,3,1,1,0,0,0,0,0,0,31,0,0,DT
9605,Isaiah Mack,0,0,2.7,0,2022,26,BAL,2,0,0,1,2,3,1,0,0,0,0,0,0,0,30,0,0,NT
9606,Ledarius Mack,0,0,2.3,0,2021,25,CHI,3,0,0,1,2,3,0,0,0,0,0,0,0,0,24,21,5,LB
9607,Tyreek Maddox-Williams,0,0,0.5,0,2023,26,ARI,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,6.8,LB
9608,Craig Mager,0,0,0.1,0,2017,25,LAC,2,0,0,0,0,0,,,0,0,0,0,0,0,1,39,9.1,DB
9609,Craig Mager,0,0,0,0,2018,26,LAC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.4,DB
9610,Cameron Malveaux,0,1,10.2,0,2017,23,MIA,4,0,1,4,1,5,3,1,0,0,0,0,0,0,107,17,3.8,DE
9611,Cameron Malveaux,0,1,7.8,1,2018,24,ARIMIA,9,0,1,2,8,10,1,1,0,0,0,1,0,0,173,98,11.1,DE
9612,Cameron Malveaux,0,0,1.7,0,2020,26,CLE,2,0,0,4,0,4,0,0,0,0,0,0,0,0,18,2,0.5,DE
9613,Cameron Malveaux,0,0,5.9,0,2021,27,PHI,3,0,0,0,3,3,0,2,0,0,0,0,0,0,66,17,3.8,DE
9614,Terrell Manning,0,0,0,0,2014,24,CHINYG,4,0,0,0,0,0,,,0,0,0,0,0,0,1,46,5.1,LB
9615,Stansly Maponga,0,0,0,0,2015,24,NYG,2,0,0,0,0,0,,,0,0,0,0,0,0,0,15,3,DE
9616,Justin March,0,0,0,0,2017,24,DALMIASEA,10,0,0,2,1,3,0,0,0,0,0,0,0,0,0,89,6.6,LB
9617,Justin March,0,0,0,0,2021,28,NORSFO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2.9,LB
9618,Dean Marlowe,0,0,0.8,0,2015,23,CAR,4,0,0,0,0,0,,,0,0,0,0,0,0,9,53,11.1,DB
9619,Dean Marlowe,0,0,0.3,0,2016,24,CAR,1,0,0,0,0,0,,,0,0,0,0,0,0,3,13,2.7,DB
9620,Dean Marlowe,0,0,5.3,1,2018,26,BUF,2,1,0,4,1,5,0,0,0,0,0,1,0,0,54,19,4.3,DB
9621,Cassius Marsh,0,0,7.3,0,2014,22,SEA,5,0,0,1,4,5,0,0,0,0,0,0,0,0,71,6,1.4,DE
9622,Cassius Marsh,0,1,9.2,0,2021,29,CHI,4,0,1,4,2,6,0,2,0,0,0,0,0,0,97,35,8.3,DE
9623,Iman Marshall,0,0,0.4,0,2019,22,BAL,3,0,0,1,0,1,0,0,0,0,0,0,0,0,4,43,9.9,DB
9624,Jonathan Marshall,0,0,6.4,0,2021,24,NYJ,4,0,0,1,1,2,0,1,0,0,0,0,0,0,76,1,0.2,DT
9625,Trey Marshall,0,0,0,0,2018,22,DEN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4.9,DB
9626,Blake Martinez,0,0,1.9,0,2023,29,PIT,1,1,0,2,2,4,0,0,0,0,0,0,0,0,21,5,1.1,LB
9627,Brodric Martin,0,0,2.6,0,2023,24,DET,3,0,0,1,2,3,0,0,0,0,0,0,0,0,28,0,0,DL
9628,Eric Martin,0,0,0,0,2015,24,NWE,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,73,14.8,LB
9629,Gabe Martin,0,0,0,0,2017,25,ARI,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,45,9.4,LB
9630,Josh Martin,0,0,0,0,2015,24,TAM,2,0,0,0,0,0,,,0,0,0,0,0,0,0,23,5.1,LB
9631,Josh Martin,0,0,1.7,0,2018,27,NYJ,1,0,0,1,0,1,0,0,0,0,0,0,0,0,19,11,2.2,LB
9632,Kareem Martin,0,0,4.5,0,2019,27,NYG,5,0,0,3,3,6,1,0,0,0,0,0,0,0,50,1,0.2,DE
9633,Kareem Martin,0,0,1,0,2020,28,DET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0.9,DE
9634,Mike Martin,0,0,4.6,0,2015,25,TEN,5,0,0,2,1,3,0,0,0,0,0,0,0,0,49,3,0.7,DT
9635,Ronald Martin,0,0,0.3,0,2016,23,NYJ,3,0,0,0,1,1,0,0,0,0,0,0,0,0,3,43,9.7,DB
9636,Ronald Martin,0,0,0,0,2017,24,IND,2,0,0,0,0,0,,,0,0,0,0,0,0,0,18,4,DB
9637,Matthew Masifilo,0,0,0,0,2015,26,TAM,2,0,0,0,0,0,,,0,0,0,0,0,0,0,9,2,DE
9638,Derrick Mathews,0,0,0,0,2017,25,NYG,1,0,0,0,0,0,,,0,0,0,0,0,0,0,11,2.4,LB
9639,Phidarian Mathis,0,0,0.3,0,2022,24,WAS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.2,DT
9640,Christian Matthew,0,0,0,0,2023,27,CHIARI,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,97,10.9,DB
9641,Cliff Matthews,0,0,4,0,2016,27,ATL,3,0,0,0,0,0,,,0,0,0,0,0,0,44,4,0.8,DE
9642,Kana'i Mauga,0,0,1,0,2023,23,LVR,5,0,0,1,2,3,0,0,0,0,0,0,0,0,11,55,12.7,LB
9643,Arthur Maulet,0,0,0,0,2017,24,NOR,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,107,23.2,DB
9644,Johnny Maxey,0,0,4.9,0,2016,23,PIT,2,0,0,1,0,1,1,0,0,0,0,0,0,0,51,7,1.6,DT
9645,Jared Mayden,0,0,0,0,2020,22,SFO,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,24,5.3,S
9646,Jared Mayden,0,0,3.4,0,2021,23,PHI,4,0,0,4,2,6,0,0,0,0,0,0,0,0,38,62,13.9,S
9647,Joey Mbu,0,0,5.2,0,2015,22,ATL,2,0,0,1,3,4,1,0,0,0,0,0,0,0,55,0,0,DT
9648,Joey Mbu,0,0,8.9,0,2017,24,IND,7,0,0,2,1,3,1,0,0,0,0,0,0,0,96,14,3.1,DT
9649,Bobby McCain,0,0,1.7,1,2023,30,NYG,10,0,0,1,0,1,0,0,0,0,0,1,0,0,19,119,26,S
9650,Chris McCain,0,0,0.1,0,2016,25,NOR,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,27,5.7,LB
9651,Mac McCain,0,0,1,0,2021,23,PHI,2,0,0,1,2,3,0,0,0,0,0,0,0,0,11,33,7.4,DB
9652,Tanner McCalister,0,0,1.8,0,2023,22,CLE,3,0,0,1,1,2,0,0,0,0,0,0,0,0,19,37,7.3,S
9653,Albert McClellan,0,0,2.5,0,2019,33,NYJ,5,0,0,5,4,9,0,0,0,0,0,0,0,0,28,91,20.4,LB
9654,Nick McCloud,0,0,1.2,0,2021,23,CIN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,2.1,CB
9655,Robert McClain,0,0,3.2,1,2015,27,CAR,3,0,0,4,3,7,0,0,1,24,0,1,0,0,35,16,3.4,DB
9656,Stefan McClure,0,0,2.1,0,2017,24,WAS,7,0,0,2,1,3,0,0,0,0,0,0,0,0,23,128,26.9,DB
9657,Terrell McClain,0,0,4.3,0,2015,27,DAL,2,0,0,2,0,2,0,0,0,0,0,0,0,0,45,8,1.8,DT
9658,Terrell McClain,0,0,2.8,0,2019,31,KANOAK,5,0,0,2,4,6,0,0,0,0,0,0,0,0,61,0,0,DT
9659,Dexter McCoil,0,0,0.5,0,2017,26,LACSFO,10,0,0,5,0,5,0,0,0,0,0,0,0,0,11,182,20.4,DB
9660,Gerald McCoy,0,0,0.8,0,2021,33,LVR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,DT
9661,Tristin McCollum,0,0,2.5,0,2023,24,PHI,3,0,0,4,2,6,0,0,0,0,0,0,0,0,29,59,13.3,DB
9662,Demetrius McCray,0,0,0,0,2017,26,OAK,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,23,5.4,DB
9663,L.J. McCray,0,0,0,0,2015,24,SFO,8,0,0,4,1,5,0,0,0,0,0,0,0,0,0,134,29.9,DB
9664,Marcelino McCrary-Ball,0,0,0,0,2023,24,NYJ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,8.9,LB
9665,Rob McCray,0,0,2.3,0,2019,23,CLE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,25,2,0.5,LB
9666,Daniel McCullers,0,0,1.3,0,2017,25,PIT,5,0,0,1,0,1,1,1,0,0,0,0,0,0,13,5,1.1,DT
9667,Daniel McCullers,0,0,8,0,2020,28,CHI,3,0,0,3,5,8,0,0,0,0,0,0,0,0,86,13,2.9,DT
9668,Jacobbi McDaniel,0,0,1.8,1,2014,25,CLE,1,0,0,0,0,0,0,0,0,0,0,1,0,0,21,1,0.2,DT
9669,Tony McDaniel,0,0,4.2,1,2017,32,NORSFO,5,0,0,7,1,8,1,0,0,0,0,1,0,0,91,9,1,DT
9670,Bradley McDougald,0,0,4.2,0,2021,31,JAXTEN,3,1,0,3,2,5,0,0,0,0,0,0,0,0,93,1,0.1,DB
9671,Dexter McDougle,0,0,0.6,0,2016,25,NYJ,6,0,0,1,0,1,0,0,0,0,0,0,0,0,6,60,13.5,DB
9672,Dexter McDougle,0,0,10.2,1,2018,27,PHI,2,1,0,4,1,5,0,1,0,0,0,1,0,0,106,6,1.4,DB
9673,Dewey McDonald,0,0,0,0,2015,25,INDNWEOAK,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,56,3.8,DB
9674,Dewey McDonald,0,0,0.3,0,2017,27,SEA,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,47,9.9,DB
9675,Dexter McDonald,0,0,2.5,0,2015,24,OAK,6,0,0,5,0,5,0,0,0,0,0,0,0,0,29,40,8.3,DB
9676,Dexter McDonald,0,0,0.2,0,2016,25,OAK,6,0,0,1,0,1,0,0,0,0,0,0,0,0,2,53,11.2,DB
9677,Tevin McDonald,0,0,0.7,0,2015,23,OAK,4,0,0,0,1,1,0,0,0,0,0,0,0,0,8,22,4.6,DB
9678,Kimario McFadden,0,0,0.3,0,2015,24,TAM,3,0,0,1,1,2,0,0,0,0,0,0,0,0,3,37,8.3,DB
9679,Leon McFadden,0,0,7.7,1,2014,24,SFO,7,0,0,5,1,6,0,0,0,0,0,1,0,0,81,67,15.6,DB
9680,Leon McFadden,0,0,0,0,2015,25,NYG,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,18,3.6,DB
9681,Marshall McFadden,0,0,0,0,2014,28,STL,5,0,0,3,1,4,0,0,0,0,0,0,0,0,0,95,21,LB
9682,Brandon McGee,0,0,2.5,0,2014,24,STL,2,0,0,3,1,4,0,0,0,0,0,0,0,0,26,25,5.5,DB
9683,Brandon McGee,0,0,0,0,2015,25,NYG,1,0,0,0,0,0,,,0,0,0,0,0,0,0,8,1.6,DB
9684,Stacy McGee,0,0.5,8.4,0,2019,29,CAR,4,0,0.5,0,2,2,0,1,0,0,0,0,0,0,93,9,1.9,DT
9685,T.Y. McGill,0,0,3.8,0,2017,25,CLE,3,0,0,1,0,1,0,1,0,0,0,0,0,0,41,1,0.2,DT
9686,T.Y. McGill,0,0,4.6,0,2018,26,PHILAC,6,0,0,2,3,5,1,1,0,0,0,0,0,0,95,8,0.9,DT
9687,T.Y. McGill,0,0,2.1,0,2019,27,LAC,3,0,0,0,2,2,0,0,0,0,0,0,0,0,20,1,0.2,DT
9688,T.Y. McGill,0,0,2.7,1,2021,29,MIN,2,0,0,0,1,1,0,1,0,0,0,1,0,0,33,0,0,DT
9689,T.Y. McGill,0,0,4.7,0,2023,31,SFO,2,0,0,1,1,2,0,1,0,0,0,0,0,0,51,10,2.3,DL
9690,Cameron McGrone,0,0,0,0,2022,22,IND,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,14,3.1,LB
9691,R.J. McIntosh,0,0,5.9,0,2018,22,NYG,6,0,0,5,0,5,0,1,0,0,0,0,0,0,65,0,0,DT
9692,Kahlil McKenzie,0,0,3.8,0,2021,24,BAL,5,0,0,1,3,4,0,0,0,0,0,0,0,0,41,0,0,DT
9693,Cassanova McKinzy,0,0,3.7,0,2018,26,WAS,3,0,0,1,0,1,1,0,0,0,0,0,0,0,38,36,8.8,LB
9694,Cassanova McKinzy,0,1,3.5,0,2019,27,WAS,3,0,1,1,0,1,0,1,0,0,0,0,0,0,40,24,5.6,LB
9695,Jeremiah McKinnon,0,0,0,0,2018,25,CLE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,25,5.4,DB
9696,Takkarist McKinley,0,0,1.7,0,2022,27,LAR,4,0,0,0,1,1,0,0,0,0,0,0,0,0,18,5,1.1,DE
9697,Wynton McManis,0,0,0.1,0,2016,22,SFO,2,0,0,0,0,0,,,0,0,0,0,0,0,1,18,3.6,LB
9698,Wynton McManis,0,0,0,0,2021,27,NOR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.7,LB
9699,Ja'Quan McMillian,0,0,5.9,0,2022,22,DEN,1,1,0,6,1,7,0,0,0,0,0,0,0,0,68,0,0,CB
9700,Jake McQuaide,0,0,0,0,2022,35,DAL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,7.8,LS
9701,Leon McQuay,0,0,4.2,1,2017,23,KAN,1,1,0,3,1,4,0,0,0,0,0,1,0,0,46,18,3.9,DB
9702,Tony McRae,0,0,0.7,0,2017,24,CINBAL,9,0,0,4,1,5,0,0,0,0,0,0,0,0,16,109,11.8,DB
9703,Tony McRae,0,0,1.4,0,2020,27,DET,8,0,0,4,0,4,0,0,0,0,0,0,0,0,16,123,27.3,DB
9704,Torry McTyer,0,0,6.2,0,2017,22,MIA,7,0,0,1,1,2,0,0,0,0,0,0,0,0,65,54,12.1,DB
9705,Torry McTyer,0,0,0.7,0,2019,24,CIN,5,0,0,2,0,2,1,0,0,0,0,0,0,0,8,30,6.8,DB
9706,Torry McTyer,0,0,3.8,2,2021,26,WAS,4,0,0,1,0,1,0,0,0,0,0,2,0,0,42,54,12.3,DB
9707,Nate Meadors,0,0,1,0,2019,22,MIN,2,0,0,2,0,2,0,0,0,0,0,0,0,0,11,23,5.5,DB
9708,Nate Meadors,0,0,0,0,2020,23,MIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3.1,DB
9709,Montrel Meander,0,0,0,0,2020,26,CLE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10.6,DB
9710,Steven Means,0,0,0.4,0,2014,24,TAM,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,19,4.4,DE
9711,Steven Means,0,0,2.7,0,2022,32,BAL,2,0,0,1,0,1,0,0,0,0,0,0,0,0,29,9,2.1,LB
9712,Jamie Meder,0,0,2.2,0,2014,23,CLE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,26,0,0,DT
9713,Jamie Meder,0,0,1,0,2019,28,DET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0.2,DT
9714,Quenton Meeks,0,0,0,0,2020,23,JAXLAC,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,9.2,DB
9715,Obi Melifonwu,0,0,1.9,0,2018,24,NWE,2,0,0,3,0,3,0,0,0,0,0,0,0,0,20,25,5.5,DB
9716,Rashaan Melvin,0,0,3.1,0,2015,26,NWEBAL,9,0,0,5,2,7,0,0,0,0,0,0,0,0,66,72,7.5,DB
9717,Forrest Merrill,0,0,3.1,0,2021,25,LAC,4,0,0,2,2,4,0,0,0,0,0,0,0,0,36,21,4.7,DT
9718,Doug Middleton,0,0,4,1,2016,23,NYJ,4,0,0,3,3,6,0,0,0,0,0,1,0,0,41,61,13.7,DB
9719,Doug Middleton,0,0,0.7,0,2019,26,JAXMIA,3,0,0,2,0,2,0,0,0,0,0,0,0,0,16,34,3.8,DB
9720,Rontez Miles,0,0,1.8,0,2019,31,NYJ,7,0,0,3,4,7,0,0,0,0,0,0,0,0,20,167,37.4,DB
9721,Bryan Mills,0,0,0,0,2021,22,MIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,DB
9722,Dee Milliner,0,0,0,0,2015,24,NYJ,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,47,9.9,DB
9723,Gabe Miller,0,0,2.8,0,2014,27,WAS,7,0,0,2,2,4,0,0,0,0,0,0,0,0,29,99,21.3,LB
9724,Harlan Miller,0,0,0,0,2018,24,WAS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.9,DB
9725,Herb Miller,0,0,1.6,1,2020,23,TAM,4,0,0,5,0,5,0,0,1,2,0,1,0,0,17,57,12.4,DB
9726,Herb Miller,0,0,0.8,0,2021,24,CLE,9,0,0,4,1,5,0,0,0,0,0,0,0,0,9,140,32.9,DB
9727,Herb Miller,0,0,0,0,2022,25,CLE,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,64,14.4,CB
9728,Jordan Miller,0,0,0,0,2020,23,ATL,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,1.8,DB
9729,Jordan Miller,0,0,0,0,2021,24,NOR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,DB
9730,Shareef Miller,0,0,0,0,2019,22,PHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,DE
9731,Christopher Milton,0,0,0.3,0,2019,27,TEN,6,0,0,4,1,5,0,0,0,0,0,0,0,0,3,75,16.9,DB
9732,Christopher Milton,0,0,0,0,2021,29,MIA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2.4,DB
9733,Kevin Minter,0,1,2.1,0,2018,28,TAM,5,0,1,8,2,10,1,1,0,0,0,0,0,0,22,61,13.3,LB
9734,Terrance Mitchell,0,1,6.3,3,2015,23,CHIDAL,8,0,1,10,3,13,0,1,1,-2,0,3,0,0,131,57,6.4,DB
9735,David Moa,0,0,3.6,0,2022,26,LAC,2,0,0,2,0,2,0,0,0,0,0,0,0,0,38,7,1.5,DT
9736,Dontay Moch,0,0,6.8,1,2014,26,TEN,3,0,0,4,0,4,0,1,0,0,0,1,0,0,78,28,6,LB
9737,Jovante Moffatt,0,0,0.1,0,2020,24,CLE,9,0,0,0,1,1,0,0,0,0,0,0,0,0,1,99,23.3,S
9738,Jovante Moffatt,0,0,4.8,0,2021,25,CLE,5,0,0,5,4,9,0,0,0,0,0,0,0,0,54,65,15.3,S
9739,Jovante Moffatt,0,0,0,0,2022,26,ATL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,12.6,S
9740,Mike Mohamed,0,0,0,0,2015,27,NOR,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12,2.6,LB
9741,Elijah Molden,0,0,7,0,2022,23,TEN,2,1,0,4,1,5,1,1,0,0,0,0,0,0,82,5,1.1,CB
9742,Derrick Moncrief,0,0,0,0,2020,27,LAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3.4,LB
9743,Bryan Mone,0,0,8.3,0,2019,24,SEA,4,0,0,0,4,4,0,1,0,0,0,0,0,0,89,1,0.2,DT
9744,Nick Moody,0,0,0,0,2015,25,SEA,3,0,0,0,0,0,,,0,0,0,0,0,0,0,40,9,LB
9745,Nick Moody,0,0,0,0,2016,26,WAS,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,24,5.4,LB
9746,A.J. Moore,0,0,0,0,2022,27,TEN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.1,S
9747,Corey Moore,0,0,0,0,2015,22,HOU,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,18,3.8,DB
9748,Damontre Moore,0,0.5,9.6,0,2016,24,SEA,4,0,0.5,3,4,7,2,1,0,0,0,0,0,0,104,13,3,DE
9749,Damontre Moore,0,0,5.6,0,2017,25,DAL,3,0,0,3,2,5,0,1,0,0,0,0,0,0,58,31,7.3,DE
9750,Damontre Moore,0,0,4.5,0,2018,26,OAK,2,0,0,1,0,1,0,1,0,0,0,0,0,0,46,16,3.6,DE
9751,Damontre Moore,0,0,5.3,0,2019,27,SFO,2,0,0,2,3,5,0,1,0,0,0,0,0,0,55,10,2.3,DE
9752,Kamrin Moore,0,0,0.6,0,2018,22,NYG,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0.7,DB
9753,Nick Moore,0,0,0,0,2020,28,BAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2.1,LS
9754,Nick Moore,0,0,0,0,2022,30,BAL,17,0,0,2,2,4,0,0,0,0,0,0,0,0,0,132,30.6,LS
9755,Skai Moore,0,0,0,0,2019,24,IND,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.6,LB
9756,Sterling Moore,0,0,9.8,2,2017,27,NOR,6,0,0,5,0,5,0,0,0,0,0,2,0,0,104,20,4.3,DB
9757,Zach Moore,0,0,0.6,0,2015,25,MIN,1,0,0,0,0,0,,,0,0,0,0,0,0,6,0,0,DE
9758,Zach Moore,0,0,0.9,0,2016,26,DAL,1,0,0,0,0,0,,,0,0,0,0,0,0,10,0,0,DE
9759,Jimmy Moreland,0,0,0.7,0,2021,26,HOU,7,0,0,0,2,2,0,0,0,0,0,0,0,0,8,38,8.4,DB
9760,Darryl Morris,0,0,10.3,1,2017,27,NYG,5,0,0,6,5,11,0,0,0,0,0,1,0,0,113,43,9.6,DB
9761,James Morris,0,0,0.1,0,2015,24,NYG,6,0,0,2,0,2,0,0,0,0,0,0,0,0,1,117,23.5,LB
9762,Mike Morris,0,0,2.2,0,2023,22,SEA,1,0,0,2,1,3,0,0,0,0,0,0,0,0,26,8,1.7,DE
9763,Arron Mosby,0,0,0.2,0,2022,23,CAR,3,0,0,1,0,1,0,0,0,0,0,0,0,0,2,33,7,LB
9764,Dezman Moses,0,0,1.4,0,2016,27,KAN,3,0,0,1,1,2,0,0,0,0,0,0,0,0,16,26,5.8,LB
9765,Emmanuel Moseley,0,0,0,0,2018,22,SFO,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0.6,DB
9766,Emmanuel Moseley,0,0,0.2,0,2023,27,DET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,CB
9767,Quandre Mosely,0,0,0.1,0,2022,23,NWE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DB
9768,Parnell Motley,0,0,0,0,2021,24,DET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.7,CB
9769,Deiontrez Mount,0,0,4.5,1,2015,22,TEN,4,0,0,0,0,0,0,0,1,8,0,1,0,0,47,22,4.9,LB
9770,Deiontrez Mount,0,0,0,0,2016,23,IND,1,0,0,0,0,0,,,0,0,0,0,0,0,0,8,1.7,LB
9771,Al-Quadin Muhammad,0,0,2.3,0,2017,22,NOR,4,0,0,0,1,1,0,0,0,0,0,0,0,0,24,21,4.5,DE
9772,Israel Mukuamu,0,0,1.7,0,2021,22,DAL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,58,11.8,DB
9773,Trayvon Mullen,0,0,7,1,2022,25,ARIDAL,9,0,0,13,3,16,0,1,0,0,0,1,0,0,159,65,7,CB
9774,Andy Mulumba,0,0,0,0,2014,24,GNB,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,28,6.2,LB
9775,Calvin Munson,0,0,0,0,2022,28,NWE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3.1,LB
9776,Calvin Munson,0,0,1,0,2023,29,MIANWE,8,0,0,2,0,2,0,0,0,0,0,0,0,0,23,88,9.6,LB
9777,Larrell Murchison,0,2,4.5,0,2022,25,TENLAR,8,0,2,6,2,8,2,2,0,0,0,0,0,0,102,22,2.5,DE
9778,Caleb Murphy,0,0,0.3,0,2023,24,TEN,3,0,0,1,1,2,0,0,0,0,0,0,0,0,4,40,8.8,OLB
9779,Ryan Murphy,0,0,0.5,0,2017,25,NYG,3,0,0,1,0,1,0,0,0,0,0,0,0,0,5,49,10.9,DB
9780,Tanner Muse,0,0,0,0,2021,25,SEA,6,0,0,2,2,4,0,0,0,0,0,0,0,0,0,100,21.5,S
9781,PJ Mustipher,0,0,3.8,0,2023,24,NOR,4,0,0,1,3,4,0,0,0,0,0,0,0,0,42,1,0.2,DT
9782,Alexander Myres,0,0,2.5,1,2020,24,DET,1,0,0,5,0,5,0,0,0,0,0,1,0,0,28,1,0.2,DB
9783,Jalen Myrick,0,0,2.1,1,2017,22,JAX,5,0,0,0,0,0,0,0,0,0,0,1,0,0,22,69,14.2,DB
9784,Kai Nacua,0,0,0.3,0,2020,25,SFO,5,0,0,1,0,1,0,0,0,0,0,0,0,0,3,66,14.6,DB
9785,Kai Nacua,0,0,0.4,0,2021,26,NYJSFO,4,0,0,3,1,4,0,0,0,0,0,0,0,0,10,70,7.7,DB
9786,Keanu Neal,0,0,3.4,0,2018,23,ATL,1,1,0,1,1,2,0,0,0,0,0,0,0,0,37,3,0.7,DB
9787,Ryan Neal,0,0,0,0,2018,23,ATL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,DB
9788,Ryan Neal,0,0,0,0,2019,24,SEA,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,38,8.3,DB
9789,Sharrod Neasman,0,0,1.9,0,2016,25,ATL,3,0,0,2,1,3,0,0,0,0,0,0,0,0,21,41,8.6,DB
9790,Corey Nelson,0,0,4.5,0,2017,25,DEN,5,0,0,2,2,4,0,0,0,0,0,0,0,0,44,115,25.2,LB
9791,Corey Nelson,0,0,0,0,2018,26,ATL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4.1,LB
9792,Kyle Nelson,0,0,0,0,2014,28,SFO,16,0,0,3,0,3,0,0,0,0,0,0,0,0,0,145,33.8,LS
9793,Kyle Nelson,0,0,0,0,2015,29,SFO,16,0,0,4,1,5,0,0,0,0,0,0,0,0,0,140,31.3,LS
