Rk,Player,AV,Y/Tgt,Season,Age,Team,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,1D,Succ%,Touch,TotOff,YScm,RtY,OffSnp,Snap_perc,DefSnp,Def%,STSnp,ST %,AV,Pos
56,Tyreek Hill,12,9.5,2020,26,KAN,15,15,135,87,1276,14.7,15,85.1,64.4,57,57.8,100,123,1399,0,901,81.8,0,0,3,0.7,12,WR
57,Tyreek Hill,12,7.8,2021,27,KAN,17,16,159,111,1239,11.2,9,72.9,69.8,75,61.6,120,96,1335,0,867,72.6,0,0,1,0.2,12,WR
58,T.Y. Hilton,12,10.6,2018,29,IND,14,14,120,76,1270,16.7,6,90.7,63.3,55,60,76,0,1270,2,763,67.2,0,0,1,0.2,12,WR
59,DeAndre Hopkins,12,8.8,2020,28,ARI,16,16,160,115,1407,12.2,6,87.9,71.9,75,58.1,116,1,1408,0,1043,92.1,0,0,0,0,12,WR
60,Travis Kelce,12,9.8,2020,31,KAN,15,15,145,105,1416,13.5,11,94.4,72.4,79,66.2,105,4,1416,0,899,81.6,1,0.1,0,0,12,TE
61,Travis Kelce,12,8.8,2022,33,KAN,17,17,152,110,1338,12.2,12,78.7,72.4,78,63.2,112,5,1343,0,914,79.5,0,0,0,0,12,TE
62,Jordy Nelson,12,8.3,2016,31,GNB,16,16,152,97,1257,13,14,78.6,63.8,62,59.2,97,0,1257,0,1013,93.3,0,0,0,0,12,WR
63,Michael Pittman Jr.,12,8.4,2021,24,IND,17,17,129,88,1082,12.3,6,63.6,68.2,54,58.9,93,44,1126,0,979,88,0,0,7,1.6,12,WR
64,Jaylen Waddle,12,11.6,2022,24,MIA,17,17,117,75,1356,18.1,8,79.8,64.1,60,54.7,78,26,1382,0,785,74.3,0,0,3,0.7,12,WR
65,Brandon Aiyuk,11,8.9,2022,24,SFO,17,17,114,78,1015,13,8,59.7,68.4,47,59.6,80,23,1038,0,1002,91.1,0,0,0,0,11,WR
66,Keenan Allen,11,8.8,2017,25,LAC,16,15,159,102,1393,13.7,6,87.1,64.2,74,55.3,104,9,1402,0,896,84.3,2,0.2,3,0.7,11,WR
67,Keenan Allen,11,7.2,2021,29,LAC,16,16,157,106,1138,10.7,6,71.1,67.5,66,54.1,106,0,1138,0,972,81.3,0,0,0,0,11,WR
68,Keenan Allen,11,8.3,2023,31,LAC,13,13,150,108,1243,11.5,7,95.6,72,57,58.7,110,55,1249,0,779,67.3,0,0,1,0.2,11,WR
69,Mark Andrews,11,8.7,2019,24,BAL,15,4,98,64,852,13.3,10,56.8,65.3,44,54.1,64,0,852,0,456,41.3,0,0,78,18,11,TE
70,Doug Baldwin,11,10.4,2015,27,SEA,16,16,103,78,1069,13.7,14,66.8,75.7,49,65,78,0,1069,0,797,73.9,0,0,68,15.3,11,WR
71,Ja'Marr Chase,11,7.8,2022,22,CIN,12,12,134,87,1046,12,9,87.2,64.9,58,55.2,92,-1,1054,0,793,71.6,0,0,0,0,11,WR
72,Ja'Marr Chase,11,8.4,2023,23,CIN,16,16,145,100,1216,12.2,7,76,69,63,56.6,103,-13,1210,0,890,81.8,0,0,0,0,11,WR
73,Nico Collins,11,11.9,2023,24,HOU,15,10,109,80,1297,16.2,8,86.5,73.4,53,61.5,81,7,1304,0,669,59,0,0,0,0,11,WR
74,Brandin Cooks,11,10,2016,23,NOR,16,12,117,78,1173,15,8,73.3,66.7,46,52.1,84,30,1203,2,883,76.5,0,0,4,0.8,11,WR
75,Amari Cooper,11,8.8,2022,28,CLE,17,17,132,78,1160,14.9,9,68.2,59.1,61,53,78,0,1160,0,978,83.3,0,0,5,1.1,11,WR
76,Corey Davis,11,10.7,2020,25,TEN,14,12,92,65,984,15.1,5,70.3,70.7,49,63,65,0,984,0,719,66.9,0,0,4,0.9,11,WR
77,Julian Edelman,11,7,2016,30,NWE,16,13,159,98,1106,11.3,3,69.1,61.6,56,52.2,110,57,1163,179,874,78.2,0,0,42,9.4,11,WR
78,Mike Evans,11,11,2018,25,TAM,16,16,138,86,1524,17.7,8,95.3,62.3,68,61.6,86,0,1524,0,939,84.2,3,0.3,0,0,11,WR
79,Mike Evans,11,9.2,2023,30,TAM,17,17,136,79,1255,15.9,13,73.8,58.1,54,53.7,79,0,1255,0,863,78.2,0,0,1,0.2,11,WR
80,Larry Fitzgerald,11,8.4,2015,32,ARI,16,16,145,109,1215,11.1,9,75.9,75.2,65,65.5,109,0,1215,0,984,89.2,0,0,4,0.9,11,WR
81,DeAndre Hopkins,11,7.9,2015,23,HOU,16,16,192,111,1521,13.7,11,95.1,57.8,83,53.6,111,0,1521,0,1148,96.9,0,0,2,0.4,11,WR
82,DeAndre Hopkins,11,7.8,2019,27,HOU,15,15,150,104,1165,11.2,7,77.7,69.3,68,58.7,106,24,1183,0,971,90.8,0,0,0,0,11,WR
83,Julio Jones,11,8.9,2019,30,ATL,15,15,157,99,1394,14.1,6,92.9,63.1,77,55.4,101,-3,1391,0,812,69.5,0,0,0,0,11,WR
84,Travis Kelce,11,8.4,2021,32,KAN,16,16,134,92,1125,12.2,9,70.3,68.7,63,60.4,94,3,1128,0,926,77.5,0,0,0,0,11,TE
85,George Kittle,11,9.8,2019,26,SFO,14,14,107,85,1053,12.4,5,75.2,79.4,53,61.7,90,22,1075,0,804,75.6,0,0,2,0.5,11,TE
86,George Kittle,11,11.3,2023,30,SFO,16,16,90,65,1020,15.7,6,63.8,72.2,42,60,66,2,1022,0,895,84,0,0,2,0.5,11,TE
87,Tyler Lockett,11,11,2021,29,SEA,16,16,107,73,1175,16.1,8,73.4,68.2,41,53.3,75,9,1184,3,813,82,0,0,7,1.5,11,WR
88,Jeremy Maclin,11,8.8,2015,27,KAN,15,15,124,87,1088,12.5,8,72.5,70.2,50,57.3,90,11,1102,13,828,82.6,0,0,10,2.2,11,WR
89,Calvin Ridley,11,9.6,2020,26,ATL,15,15,143,90,1374,15.3,9,91.6,62.9,65,56.6,95,1,1375,0,822,73.2,0,0,3,0.7,11,WR
90,Allen Robinson,11,9.3,2015,22,JAX,16,16,151,80,1400,17.5,14,87.5,53,61,49.7,80,0,1400,0,983,92.9,0,0,4,0.8,11,WR
91,Allen Robinson,11,8.3,2020,27,CHI,16,16,151,102,1250,12.3,6,78.1,67.5,68,58.3,103,-1,1249,0,911,85.1,0,0,2,0.4,11,WR
92,Deebo Samuel,11,10,2023,27,SFO,15,15,89,60,892,14.9,7,59.5,67.4,34,56.2,97,225,1117,154,708,66.4,0,0,24,5.5,11,WR
93,DeVonta Smith,11,9.5,2023,25,PHI,16,16,112,81,1066,13.2,7,66.6,72.3,47,55.4,81,0,1066,0,1043,90.9,0,0,4,0.9,11,WR
94,JuJu Smith-Schuster,11,8.6,2018,22,PIT,16,13,166,111,1426,12.8,7,89.1,66.9,67,57.2,112,13,1439,0,960,86,0,0,2,0.4,11,WR
95,Adam Thielen,11,9,2018,28,MIN,16,16,153,113,1373,12.2,9,85.8,73.9,74,64.1,118,30,1403,0,1011,96.2,0,0,6,1.3,11,WR
96,Darren Waller,11,8.2,2020,28,LVR,16,15,145,107,1196,11.2,9,74.8,73.8,68,62.8,107,0,1196,0,993,91.7,0,0,3,0.6,11,TE
97,Mike Williams,11,8.9,2021,27,LAC,16,14,129,76,1146,15.1,9,71.6,58.9,51,51.9,76,0,1146,0,896,74.9,0,0,3,0.7,11,WR
98,Davante Adams,10,8.2,2016,24,GNB,16,15,121,75,997,13.3,12,62.3,62,46,48.8,75,0,997,0,913,84.1,0,0,8,1.8,10,WR
99,Davante Adams,10,8.2,2018,26,GNB,15,15,169,111,1386,12.5,13,92.4,65.7,64,53.3,111,0,1386,0,953,88.7,0,0,1,0.2,10,WR
100,Davante Adams,10,6.5,2023,31,LVR,17,17,175,103,1144,11.1,8,67.3,58.9,59,48.6,103,0,1144,0,963,92.1,0,0,3,0.7,10,WR
101,Keenan Allen,10,8,2019,27,LAC,16,16,149,104,1199,11.5,6,74.9,69.8,63,59.1,107,16,1215,0,931,88.2,0,0,2,0.5,10,WR
102,Mark Andrews,10,8.9,2021,26,BAL,17,9,153,107,1361,12.7,9,80.1,69.9,75,62.1,108,0,1361,0,936,75.4,0,0,0,0,10,TE
103,Doug Baldwin,10,9,2016,28,SEA,16,15,125,94,1128,12,7,70.5,75.2,51,58.4,97,17,1130,0,897,84.7,0,0,65,14.8,10,WR
104,Odell Beckham Jr.,10,8.1,2016,24,NYG,16,16,169,101,1367,13.5,10,85.4,59.8,66,49.7,102,3,1376,66,1002,94.4,1,0.1,20,4.4,10,WR
105,Tyler Boyd,10,9.5,2018,24,CIN,14,14,108,76,1028,13.5,7,73.4,70.4,54,63,78,3,1031,0,773,77.5,0,0,0,0,10,WR
106,A.J. Brown,10,12.5,2019,22,TEN,16,11,84,52,1051,20.2,8,65.7,61.9,39,53.6,55,60,1111,0,678,68.5,0,0,0,0,10,WR
107,Antonio Brown,10,7.7,2018,30,PIT,15,15,168,104,1297,12.5,15,86.5,61.9,63,48.8,104,0,1297,0,998,89.4,0,0,5,1.1,10,WR
108,John Brown,10,9.9,2015,25,ARI,15,11,101,65,1003,15.4,7,66.9,64.4,49,56.4,68,22,1025,0,826,74.9,0,0,0,0,10,WR
109,Amari Cooper,10,8.7,2016,22,OAK,16,14,132,83,1153,13.9,5,72.1,62.9,49,46.2,84,0,1153,0,997,89.1,0,0,4,0.8,10,WR
110,Amari Cooper,10,9.8,2023,29,CLE,15,15,128,72,1250,17.4,5,83.3,56.3,50,53.1,72,0,1250,0,883,71.2,0,0,1,0.2,10,WR
111,Julian Edelman,10,7.3,2019,33,NWE,16,13,153,100,1117,11.2,6,69.8,65.4,54,54.2,108,74,1144,19,1004,87.4,0,0,7,1.6,10,WR
112,Mike Evans,10,8.1,2015,22,TAM,15,14,148,74,1206,16.3,3,80.4,50,63,48,74,0,1206,0,858,78.7,0,0,4,0.9,10,WR
113,Mike Evans,10,7.6,2016,23,TAM,16,16,173,96,1321,13.8,12,82.6,55.5,82,53.2,96,0,1321,0,946,83.4,1,0.1,0,0,10,WR
114,Chris Godwin,10,11,2019,23,TAM,14,14,121,86,1333,15.5,9,95.2,71.1,63,60.3,87,8,1341,0,937,82.2,0,0,1,0.2,10,WR
115,Chris Godwin,10,8.7,2021,25,TAM,14,14,127,98,1103,11.3,5,78.8,77.2,55,63.8,102,21,1124,0,833,70.4,0,0,0,0,10,WR
116,A.J. Green,10,7.5,2017,29,CIN,16,16,143,75,1078,14.4,8,67.4,52.4,55,45.5,75,0,1078,0,852,88.6,2,0.2,0,0,10,WR
117,Tee Higgins,10,9.9,2021,22,CIN,14,14,110,74,1091,14.7,6,77.9,67.3,53,63.6,74,0,1091,0,710,64.6,0,0,0,0,10,WR
118,Tee Higgins,10,9.4,2022,23,CIN,16,14,109,74,1029,13.9,7,64.3,67.9,47,59.6,74,0,1029,0,757,68.4,0,0,3,0.7,10,WR
119,Tyreek Hill,10,7.1,2016,22,KAN,16,1,83,61,593,9.7,6,37.1,73.5,31,50.6,85,267,860,976,416,40.7,0,0,134,29.9,10,WR
120,DeAndre Hopkins,10,7.9,2017,25,HOU,15,15,174,96,1378,14.4,13,91.9,55.2,69,50.6,96,0,1378,0,1021,93.2,1,0.1,0,0,10,WR
121,DeAndre Hopkins,10,7.7,2023,31,TEN,17,16,137,75,1057,14.1,7,62.2,54.7,48,43.8,77,9,1066,0,758,72.2,0,0,1,0.2,10,WR
122,Calvin Johnson,10,8.1,2015,30,DET,16,16,149,88,1214,13.8,9,75.9,59.1,66,53.7,88,0,1214,0,1002,92.9,2,0.2,2,0.4,10,WR
123,Marvin Jones,10,10.3,2017,27,DET,16,16,107,61,1101,18,9,68.8,57,44,53.3,61,0,1101,0,1002,96.3,0,0,2,0.4,10,WR
124,Travis Kelce,10,9.6,2016,27,KAN,16,15,117,85,1125,13.2,4,70.3,72.6,55,63.2,86,-5,1120,0,886,86.7,0,0,14,3.1,10,TE
125,Travis Kelce,10,8.5,2017,28,KAN,15,15,122,83,1038,12.5,8,69.2,68,53,54.1,85,7,1045,0,872,84.9,1,0.1,0,0,10,TE
126,Christian Kirk,10,9.5,2021,25,ARI,17,11,103,77,982,12.8,5,57.8,74.8,44,60.2,78,44,993,-5,894,76.2,0,0,15,3.4,10,WR
127,Christian Kirk,10,8.3,2022,26,JAX,17,17,133,84,1108,13.2,8,65.2,63.2,55,52.6,89,11,1119,25,991,88.2,0,0,9,2.1,10,WR
128,George Kittle,10,10.1,2018,25,SFO,16,16,136,88,1377,15.6,5,86.1,64.7,60,56.6,89,10,1387,0,929,87.9,0,0,1,0.2,10,TE
129,CeeDee Lamb,10,9.2,2021,22,DAL,16,13,120,79,1102,13.9,6,68.9,65.8,54,53.3,88,76,1178,139,881,71.7,0,0,47,9.6,10,WR
130,Jarvis Landry,10,8.7,2016,24,MIA,16,16,131,94,1136,12.1,4,71,71.8,53,53.4,99,17,1153,163,892,94.1,0,0,51,11,10,WR
131,Jarvis Landry,10,8.5,2019,27,CLE,16,16,138,83,1174,14.1,6,73.4,60.1,55,52.2,84,10,1184,53,976,93.5,0,0,23,5.3,10,WR
132,Tyler Lockett,10,13.8,2018,26,SEA,16,14,70,57,965,16.9,10,60.3,81.4,37,65.7,70,69,1034,636,908,84.9,0,0,134,29.2,10,WR
133,Tyler Lockett,10,8,2020,28,SEA,16,16,132,100,1054,10.5,10,65.9,75.8,57,68.9,100,0,1054,9,944,88.6,0,0,2,0.4,10,WR
134,D.K. Metcalf,10,7.4,2022,25,SEA,17,17,141,90,1048,11.6,6,61.6,63.8,47,49.6,90,0,1048,0,893,81.7,0,0,2,0.4,10,WR
135,D.K. Metcalf,10,9.4,2023,26,SEA,16,16,119,66,1114,16.9,8,69.6,55.5,52,51.3,66,0,1114,0,831,79.1,0,0,2,0.4,10,WR
136,D.J. Moore,10,10.1,2020,23,CAR,15,14,118,66,1193,18.1,4,79.5,55.9,53,52.5,68,22,1215,0,836,80.9,0,0,5,1.2,10,WR
137,Chris Olave,10,8.1,2023,23,NOR,16,11,138,87,1123,12.9,5,70.2,63,57,53.6,87,0,1123,0,814,70.3,0,0,0,0,10,WR
138,George Pickens,10,10.8,2023,22,PIT,17,16,106,63,1140,18.1,5,67.1,59.4,42,50.9,66,18,1158,7,929,86.7,0,0,4,0.9,10,WR
139,Michael Pittman Jr.,10,7.4,2023,26,IND,16,15,156,109,1152,10.6,4,72,69.9,53,51.9,109,0,1152,5,991,86.3,0,0,3,0.6,10,WR
140,Deebo Samuel,10,9.9,2019,23,SFO,15,11,81,57,802,14.1,3,53.5,70.4,32,53.1,71,159,961,0,709,66.7,0,0,1,0.2,10,WR
141,DeVonta Smith,10,8.8,2021,23,PHI,17,16,104,64,916,14.3,5,53.9,61.5,43,54.8,64,0,916,0,916,81.8,0,0,2,0.4,10,WR
142,JuJu Smith-Schuster,10,11.6,2017,21,PIT,14,7,79,58,917,15.8,7,65.5,73.4,37,57,58,0,917,240,704,63.7,0,0,51,11.5,10,WR
143,Michael Thomas,10,9.4,2016,23,NOR,15,12,121,92,1137,12.4,9,75.8,76,62,67.8,92,0,1137,0,867,75.1,0,0,5,1,10,WR
144,Jaylen Waddle,10,9.8,2023,25,MIA,14,14,104,72,1014,14.1,4,72.4,69.2,47,58.7,75,12,1026,0,611,55.6,0,0,5,1.1,10,WR
145,Sammy Watkins,10,10.9,2015,22,BUF,13,13,96,60,1047,17.5,9,80.5,62.5,41,55.2,61,1,1048,0,715,66.5,3,0.3,1,0.2,10,WR
146,Davante Adams,9,7.9,2019,27,GNB,12,12,127,83,997,12,5,83.1,65.4,54,57.5,83,0,997,0,678,62.9,0,0,1,0.2,9,WR
147,Robbie Chosen,9,8.1,2020,27,CAR,16,16,136,95,1096,11.5,3,68.5,69.9,49,50,99,15,1111,0,805,77.9,0,0,5,1.2,9,WR
148,Cole Beasley,9,9,2020,31,BUF,15,10,107,82,967,11.8,4,64.5,76.6,53,68.2,82,20,967,0,680,62.5,0,0,7,1.6,9,WR
149,Odell Beckham Jr.,9,8.5,2018,26,NYG,12,12,124,77,1052,13.7,6,87.7,62.1,50,50.8,82,125,1071,60,716,69.7,0,0,20,4.4,9,WR
